order_id,order_date,sku,quantity,platformID,platform
OD327968167599061100,30-04-2023,LWSB30156,1,SLBFZHYYC9JGGCWH,F
OD227967267397067000,30-04-2023,LWSB213015SP,1,YGGG8ND8PU8GZKTK,F
OD327969759884705100,30-04-2023,LWWC16176104,1,WHBF4YTYVGEGCKQD,F
OD227972936442445000,30-04-2023,LWSB16173019SP,1,YGGGAH2E989UYKHS,F
OD427970759679435100,30-04-2023,42LWGW2221,1,BELGGSKHSMHNY5CG,F
OD127972998914657000,30-04-2023,LWWC16176059SP,1,SWXGAQZGWE7WNZWG,F
OD427971147291902100,30-04-2023,LWWC16176135,1,WHBFNUGYJQYSXDCW,F
OD327969944748180100,30-04-2023,LWWC16176138,1,WHBFNUGWF4QMNGUP,F
OD427968189462111100,30-04-2023,LWWC161761340,1,WHBFZW48CTH8AFH8,F
OD327968182896503100,30-04-2023,LWDB19204084,1,DFBFZGJWM6GJ88ZV,F
OD427971032197905100,30-04-2023,LWHK2020101,1,RKSFNJ89TCNGHACU,F
OD127969399928088000,30-04-2023,LWSB16173016SP,1,YGGGATYPGHJV9YR7,F
OD227969410908318000,30-04-2023,LWWC16176140SP,1,SWXGAQZYGTNQCCNZ,F
OD127971826632740000,30-04-2023,LWSB16173016SP,1,YGGGATYPGHJV9YR7,F
230430-026-068914,30-04-2023,LWSB16173008,1,0,TQ
230430-026-068795,30-04-2023,LWSB16173015,1,0,TQ
OD427971727380093100,30-04-2023,LWDB19204062,1,DFBFMZ89PBVHKMJR,F
OD327973273080558100,30-04-2023,LWWC226140,1,WHBGF9UXMXWJT2ZM,F
OD327971464623071100,30-04-2023,LWDB19204062,1,DFBFMZ89PBVHKMJR,F
OD327971859330920100,30-04-2023,40LB2210,1,BELGGJXEHZA9QGAB,F
OD227968977344121000,30-04-2023,LWWC16176075SP,1,SWXGASU6Z5UYGZCG,F
OD427972657550580100,30-04-2023,LWSB19203023,1,SLBFGHTRKZZ27RTF,F
OD127971840558602000,30-04-2023,LWSB16173010SP,1,YGGGAMFTFYUXYMH6,F
OD327972344965357100,30-04-2023,LWWC161761340,1,WHBFZW48CTH8AFH8,F
OD427971548854957100,30-04-2023,LWSB16173015,1,SLBFDGZRXW5NBZNU,F
OD127973213220347000,30-04-2023,LWSB192003025,1,YGGGAH5MY3QVCPGK,F
OD127969787192712000,30-04-2023,LWSB16173019SP,1,YGGGAH2E989UYKHS,F
OD127969083170853000,30-04-2023,LWHK2020102SP,1,YCKGAPG6WWSK2PJH,F
OD327967839060768100,30-04-2023,LWDB19204063,1,DFBFMZF4FDGHSKCE,F
OD127967763445959000,30-04-2023,LWSB213015SP,1,YGGG8ND8PU8GZKTK,F
OD327970555147590100,30-04-2023,LWSB16173015,1,SLBFDGZRXW5NBZNU,F
OD327965723924717100,30-04-2023,LWSB19203024,1,SLBFN3G89QPUGGZB,F
OD427968424689645100,30-04-2023,LWSB16173010,1,SLBFCXU4ZA97QTVB,F
OD327972705677379100,30-04-2023,LWSB21501,1,SLBG73HXZX9YQZ6R,F
OD127972686979685000,30-04-2023,LWSB16173016SP,1,YGGGATYPGHJV9YR7,F
OD327970538750081100,30-04-2023,LWWC16176138,1,WHBFNUGWF4QMNGUP,F
OD227970644779783000,30-04-2023,LWSB19203024SP,1,YGGGAH5B4RPGZXVY,F
OD427971246246748100,30-04-2023,LWWC161761340,1,WHBFZW48CTH8AFH8,F
OD327972031405906100,30-04-2023,LWOB16171124B,1,LTBFEAQQBZXYJUKT,F
OD127972650984350000,30-04-2023,LWSB16173018SP,1,YGGGAH3F4NVRG5PK,F
OD427972713368233100,30-04-2023,LWSB16173010,1,SLBFCXU4ZA97QTVB,F
OD427968424689645100,30-04-2023,LWSB16173008B,1,SLBFEBXAGUBKGHWX,F
OD127971618376814000,30-04-2023,LWSB16173019SP,1,YGGGAH2E989UYKHS,F
OD427969420384998100,30-04-2023,Middle chain blue,1,SLBGM7XTGJRTFQSF,F
OD427971815282560100,30-04-2023,LWDB19204062,1,DFBFMZ89PBVHKMJR,F
OD427968197186114100,30-04-2023,FLYSB202103,1,SLBGFHEY33JPTSVH,F
OD427968866562410100,30-04-2023,LWHK2020101,1,RKSFNJ89TCNGHACU,F
OD127969371474167000,30-04-2023,LWWC16176059SP,1,SWXGAQZGWE7WNZWG,F
OD327965857519235100,30-04-2023,LWWC16176138,1,WHBFNUGWF4QMNGUP,F
230430-026-073518,30-04-2023,LWSB19203024,1,0,TQ
OD427972783546557100,30-04-2023,LWDB19204062,1,DFBFMZ89PBVHKMJR,F
OD427968467274162100,30-04-2023,LWWC16176138,2,WHBFNUGWF4QMNGUP,F
OD427968083101015100,30-04-2023,LWDB19204084,1,DFBFZGJWM6GJ88ZV,F
OD127967747953117000,30-04-2023,LWSB16173018SP,1,YGGGAH3F4NVRG5PK,F
OD227969273285176000,30-04-2023,LWSB16173019SP,1,YGGGAH2E989UYKHS,F
OD327972967030300100,30-04-2023,LWDB19204084,1,DFBFZGJWM6GJ88ZV,F
OD127968514001044000,30-04-2023,LWWC16176059SP,1,SWXGAQZGWE7WNZWG,F
OD227968231863551000,30-04-2023,FLYSB202106SP,1,YGGGAKZY7PFYEB7H,F
OD327968983615496100,30-04-2023,LWDB19204084,1,DFBFZGJWM6GJ88ZV,F
OD427971540077112100,30-04-2023,LWDB19204062,1,DFBFMZ89PBVHKMJR,F
OD227967422819121000,30-04-2023,LWWC16176105SP,1,SWXGARZ8FBMZKCEZ,F
OD427972715959822100,30-04-2023,LWHK2020106,1,RKSFNQTZQZMMM4H7,F
OD427968349389254100,30-04-2023,4 Black Window,1,WHBGM2G9EEQ7VMYD,F
OD427972701679837100,30-04-2023,LWBP20213014,1,SLBFWJCUEHWBTEWT,F
OD327969002809666100,30-04-2023,LWDB19204062,1,DFBFMZ89PBVHKMJR,F
OD327968636263674100,30-04-2023,LWWC161761340,1,WHBFZW48CTH8AFH8,F
OD327969437004476100,30-04-2023,LWWC16176114B,1,WHBFEDEHUYMTPSNJ,F
OD427972882132455100,30-04-2023,LWSB16173015,1,SLBFDGZRXW5NBZNU,F
171-1352499-0141903,30-04-2023,PRIME-LWWC16176094,1,B0779BZV2M,A
404-7095570-0576324,30-04-2023,LWWC20216140,1,B084MK46HJ,A
404-3226138-3747532,30-04-2023,LWWC20216140,1,B084MK46HJ,A
48938617549,30-04-2023,LWSB19203024,1,SDL859206228,SD
48939074109,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48939113300,30-04-2023,LWSB19203016,1,SDL321052458,SD
48939267745,30-04-2023,LWSB19203025,1,SDL874880336,SD
48939410929,30-04-2023,48LWGW2222,1,SDL687911229,SD
48939510237,30-04-2023,30LWGW2217,1,SDL389780735,SD
48939799592,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48940043317,30-04-2023,LWWC19206091,1,SDL568452355,SD
48938684812,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48940168534,30-04-2023,LWSB16173019,1,SDL079991245,SD
48940365143,30-04-2023,LWDB19204062,1,SDL642576022,SD
48940412276,30-04-2023,LWWC19206091,1,SDL568452355,SD
48940890446,30-04-2023,LWWC19206091,1,SDL568452355,SD
48940894422,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48940829386,30-04-2023,42LWGW2222,1,SDL681329123,SD
48941049250,30-04-2023,LWSB21501,1,SDL782871585,SD
48941192283,30-04-2023,LWSB19203025,1,SDL874880336,SD
48941200841,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48940354839,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48938516110,30-04-2023,LWSB1010,1,SDL069288692,SD
48938543646,30-04-2023,LWSB19203026,1,SDL864497628,SD
48932091721,30-04-2023,LWSB19203019B,1,SDL195490127,SD
FN7010400561,30-04-2023,LWWC16176115,1,4.62462E+11,AJ
FN7340404636,30-04-2023,LWHK2207,1,4.65631E+11,AJ
FN0199307360,30-04-2023,LWSB20213015,1,4.62218E+11,AJ
FN6340406094,30-04-2023,LWHK2207,1,4.65631E+11,AJ
FN9609300272,30-04-2023,LWHK2207,1,4.65631E+11,AJ
FN7846305551,30-04-2023,LWOB202103,1,4.62591E+11,AJ
FN4040405656,30-04-2023,LWOB19201079,1,4.62418E+11,AJ
48937616603,30-04-2023,LWSB19203025,1,SDL874880336,SD
48937733110,30-04-2023,LWWC19206091,1,SDL568452355,SD
48937862159,30-04-2023,LWWC19206091,1,SDL568452355,SD
48937849509,30-04-2023,LWSB21501,1,SDL782871585,SD
48937953195,30-04-2023,LWWC19206091,1,SDL568452355,SD
48937985254,30-04-2023,34LWGW2217,1,SDL404900593,SD
48938061524,30-04-2023,LWSB19203025,1,SDL874880336,SD
48938111565,30-04-2023,LWDB19204062,1,SDL642576022,SD
48938123835,30-04-2023,LWSB19203021,1,SDL908994740,SD
48938230420,30-04-2023,LWSB19203021,1,SDL908994740,SD
48938329025,30-04-2023,LWSB16173019,1,SDL079991245,SD
48938461983,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48941256783,30-04-2023,50LWGW2242,1,SDL450983222,SD
48884619048,30-04-2023,46LWGW2216,1,SDL885306218,SD
48941342024,30-04-2023,LWWC19206091,1,SDL568452355,SD
48941313608,30-04-2023,LWWC19206091,1,SDL568452355,SD
48943329436,30-04-2023,LWSB19203016,1,SDL321052458,SD
48943483237,30-04-2023,LWSB19203016,1,SDL321052458,SD
48943475521,30-04-2023,LWGW2223,1,SDL776195399,SD
48943475521,30-04-2023,48LWGW2216,1,SDL941199063,SD
48943585604,30-04-2023,LWWC19206091,1,SDL568452355,SD
48943547793,30-04-2023,LWSB19203019B,1,SDL195490127,SD
48943720311,30-04-2023,LWOB19201080,1,SDL022709719,SD
