order_id,return_date,tracking_id,platformID,sku,return_reason,return_sub_reason,return_delivery_date,platform,reason_category
402-2189616-5881136,2023-06-14,5.13721E+11,B0837WB6BT,PRIME-LWHK2020103,CR-QUALITY_UNACCEPTABLE,0,2023-06-20,A,Product Quality
406-1636698-3425157,2023-06-14,5.13721E+11,B0779BZV2M,PRIME-LWWC16176094,CR-DEFECTIVE,0,,A,Product Quality
404-6312529-4921944,2023-06-14,5.13721E+11,B0779BZV2M,PRIME-LWWC16176094,CR-ORDERED_WRONG_ITEM,0,,A,Wrong item delivered
402-3934701-0007566,2023-06-14,5.13721E+11,B084MK46HJ,LWWC16176140,CR-SWITCHEROO,0,,A,Other reasons
406-9850346-0982728,2023-06-14,5.13722E+11,B0837TDP66,PRIME-LWHK2020102,CR-QUALITY_UNACCEPTABLE,0,,A,Product Quality
406-8898922-8591552,2023-06-13,5.13721E+11,B0779BZV2M,PRIME-LWWC16176094,CR-DEFECTIVE,0,,A,Product Quality
406-3673558-6509961,2023-06-13,5.13721E+11,B084MK46HJ,LWWC16176140,AMZ-PG-WJ-TOO-LARGE,0,2023-06-19,A,Size/fit issues
405-3497658-2877920,2023-06-13,5.1372E+11,B084MKF1S8,PRIME-LWWC16176141,CR-UNWANTED_ITEM,0,2023-06-19,A,Customer remorse
402-0551742-6213916,2023-06-13,5.1372E+11,B07HD8X2QY,PRIME-LWOB16171122,CR-SWITCHEROO,0,,A,Other reasons
404-1161686-3545961,2023-06-13,5.1372E+11,B08NK29KNK,LWDB19204089,AMZ-PG-APP-TOO-SMALL,0,,A,Size/fit issues
405-9838844-1821962,2023-06-13,5.13721E+11,B0BSS37QSM,4BLACKWINDOW,CR-DAMAGED_BY_FC,0,,A,Shipping/delivery issues
408-8072109-1058717,2023-06-13,5.13721E+11,B0779BZV2M,PRIME-LWWC16176094,CR-DEFECTIVE,0,,A,Product Quality
402-3934701-0007566,2023-06-12,5.13719E+11,B084MK46HJ,LWWC16176140,CR-FOUND_BETTER_PRICE,0,,A,Other
171-2728876-9766718,2023-06-12,5554434927,B0837W9Q6S,PRIME-LWHK2020101,CR-QUALITY_UNACCEPTABLE,0,,A,Product Quality
402-3933106-9820365,2023-06-12,5.13719E+11,B097JWGZ7N,LWOB202103,AMZ-PG-APP-TOO-SMALL,0,2023-06-19,A,Size/fit issues
407-0558372-0937160,2023-06-12,5.13719E+11,B0837WB6BT,LWHK2020103,CR-MISSING_PARTS,0,2023-06-19,A,Shipping/delivery issues
405-4449100-4344305,2023-06-12,5.1372E+11,B07173YBMR,LWWC16176081,CR-DEFECTIVE,0,,A,Product Quality
403-5875162-2369127,2023-06-11,5.1372E+11,B0779BZV2M,PRIME-LWWC16176094,CR-DEFECTIVE,0,2023-06-20,A,Product Quality
408-0227354-7815517,2023-06-11,5.13719E+11,B0837TDP66,PRIME-LWHK2020102,CR-MISSED_ESTIMATED_DELIVERY,0,2023-06-16,A,Shipping/delivery issues
405-7558448-9273161,2023-06-11,5.13718E+11,B08ZYR2K2V,LWDB16174099,CR-QUALITY_UNACCEPTABLE,0,2023-06-19,A,Product Quality
405-3325899-6037937,2023-06-11,5.13718E+11,B0779BZV2M,PRIME-LWWC16176094,CR-UNWANTED_ITEM,0,2023-06-17,A,Customer remorse
403-9492100-3449928,2023-06-11,5.13718E+11,B07PFV29ZM,PRIME-LWWC16176104B,CR-DAMAGED_BY_FC,0,2023-06-16,A,Shipping/delivery issues
171-2728876-9766718,2023-06-11,5554430305,B0837W9Q6S,PRIME-LWHK2020101,CR-QUALITY_UNACCEPTABLE,0,,A,Product Quality
405-5141082-1781951,2023-06-10,5.13718E+11,B08NK29KNK,LWDB19204089,CR-MISSING_PARTS,0,,A,Shipping/delivery issues
405-7718595-6064309,2023-06-10,5.13717E+11,B0779BZV2M,PRIME-LWWC16176094,AMZ-PG-WJ-TOO-LARGE,0,2023-06-14,A,Size/fit issues
171-5379893-3793119,2023-06-10,5.13717E+11,B0779BZV2M,PRIME-LWWC16176094,AMZ-PG-WJ-TOO-LARGE,0,2023-06-14,A,Size/fit issues
402-0551742-6213916,2023-06-10,5.13717E+11,B07HD8X2QY,PRIME-LWOB16171122,AMZ-PG-APP-STYLE,0,,A,Other reasons
408-4088095-2180303,2023-06-10,5.13718E+11,B06X9QGP8N,PRIME-LWWC20216059,CR-DEFECTIVE,0,,A,Product Quality
404-1161686-3545961,2023-06-10,5.13717E+11,B08NK29KNK,LWDB19204089,CR-SWITCHEROO,0,,A,Other reasons
407-9603242-5102749,2023-06-10,5.13717E+11,B08NYG27PK,PRIME-LWBP20213015,CR-SWITCHEROO,0,2023-06-13,A,Other reasons
404-8374132-4584356,2023-06-10,5.13717E+11,B0779BZV2M,PRIME-LWWC16176094,CR-UNWANTED_ITEM,0,2023-06-15,A,Customer remorse
408-3509880-3557914,2023-06-09,5.13717E+11,B0837WB6BT,LWHK2020103,CR-SWITCHEROO,0,2023-06-20,A,Other reasons
405-3796603-6084313,2023-06-09,5.13716E+11,B07PHTDVNB,LWOB16171124B,AMZ-PG-APP-TOO-SMALL,0,2023-06-16,A,Size/fit issues
403-1308896-6542764,2023-06-09,5.13716E+11,B0B82KZ483,36LWGW2204,CR-DEFECTIVE,0,2023-06-16,A,Product Quality
402-4743447-4418730,2023-06-09,5.13717E+11,B01IN1P9FI,PRIME-LWOB16171007,CR-SWITCHEROO,0,2023-06-19,A,Other reasons
404-2972152-0217169,2023-06-08,5.13715E+11,B08NK29KNK,LWDB19204089,AMZ-PG-APP-STYLE,0,2023-06-14,A,Other reasons
406-9553817-5105907,2023-06-08,5.13715E+11,B08LL5CQTB,PRIME-LWWC20216059,CR-SWITCHEROO,0,2023-06-14,A,Other reasons
171-0026254-7657165,2023-06-08,5.13715E+11,B0779BZV2M,PRIME-LWWC16176094,AMZ-PG-WJ-TOO-SMALL,0,2023-06-14,A,Size/fit issues
408-4567542-4640317,2023-06-07,5.13714E+11,B0779BZV2M,PRIME-LWWC16176094,CR-UNWANTED_ITEM,0,2023-06-13,A,Customer remorse
404-1161686-3545961,2023-06-07,5.13714E+11,B08NK29KNK,LWDB19204089,CR-QUALITY_UNACCEPTABLE,0,,A,Product Quality
408-2547571-2709129,2023-06-07,5.13715E+11,B078WVLKT3,PRIME-LWDB16174014,CR-SWITCHEROO,0,2023-06-16,A,Other reasons
404-6595243-5842759,2023-06-07,5.13714E+11,B072FDG4ZY,PRIME-LWWC16176077,CR-UNWANTED_ITEM,0,,A,Customer remorse
405-5492028-8302713,2023-06-07,5.13713E+11,B07P7Q1SZK,LWOB16171120B,AMZ-PG-APP-TOO-LARGE,0,2023-06-14,A,Size/fit issues
404-8258833-0680345,2023-06-07,5.13713E+11,B09GS4YJQG,LWSB21501,CR-UNWANTED_ITEM,0,2023-06-15,A,Customer remorse
402-8563293-6308316,2023-06-06,5.13713E+11,B07PFV29ZM,LWWC16176104B,CR-QUALITY_UNACCEPTABLE,0,2023-06-14,A,Product Quality
404-7202023-4370769,2023-06-06,5.13713E+11,B07PFV29ZM,PRIME-LWWC16176104B,CR-UNWANTED_ITEM,0,,A,Customer remorse
404-3287390-9637933,2023-06-06,5.13713E+11,B097JY8TGT,LWOB202104,CR-SWITCHEROO,0,2023-06-14,A,Other reasons
405-6612549-8573967,2023-06-06,5554417264,B097JY8TGT,LWOB202104,AMZ-PG-BAD-DESC,0,2023-06-19,A,Other reasons
404-1161686-3545961,2023-06-06,5.13713E+11,B08NK29KNK,LWDB19204089,AMZ-PG-APP-TOO-SMALL,0,,A,Size/fit issues
171-2778429-6277104,2023-06-06,5.13714E+11,B0837TDP66,PRIME-LWHK2020102,CR-SWITCHEROO,0,2023-06-15,A,Other reasons
406-9297598-5300369,2023-06-05,5.13712E+11,B0837TDP66,PRIME-LWHK2020102,AMZ-PG-APP-TOO-SMALL,0,2023-06-10,A,Size/fit issues
408-4713944-1917968,2023-06-05, ,B097JWGZ7N,LWOB202103,CR-SWITCHEROO,0,,A,Other reasons
407-5871018-5839502,2023-06-05,5.13712E+11,B0837WB6BT,LWHK2020103,CR-QUALITY_UNACCEPTABLE,0,2023-06-12,A,Product Quality
403-9144425-0310742,2023-06-05,5.13711E+11,B01IN1P9FI,PRIME-LWOB16171007,CR-ORDERED_WRONG_ITEM,0,2023-06-10,A,Wrong item delivered
171-5656209-5821967,2023-06-04,5.13711E+11,B08LH752FN,LWWC16176051,AMZ-PG-WJ-TOO-LARGE,0,2023-06-10,A,Size/fit issues
406-9517059-8384359,2023-06-04,5.13711E+11,B084MKF1S8,PRIME-LWWC16176141,CR-DEFECTIVE,0,2023-06-15,A,Product Quality
408-4713944-1917968,2023-06-04, ,B097JWGZ7N,LWOB202103,CR-SWITCHEROO,0,,A,Other reasons
407-9603242-5102749,2023-06-04,5.13711E+11,B08NYG27PK,PRIME-LWBP20213015,CR-MISSING_PARTS,0,,A,Shipping/delivery issues
405-8396180-2030732,2023-06-04,5.1371E+11,B08NXL9F1P,LWBP20213012,NOT_AS_PHOTO,0,2023-06-12,A,Other reasons
404-4493085-8329157,2023-06-04,5.1371E+11,B0837TDP66,PRIME-LWHK2020102,NOT_AS_PHOTO,0,2023-06-08,A,Other reasons
408-9886097-7521912,2023-06-04,5.1371E+11,B07SDQSQNX,PRIME-LWDB19204014,AMZ-PG-APP-TOO-SMALL,0,,A,Size/fit issues
171-8506241-2615565,2023-06-03,5.1371E+11,B078WVLKT3,PRIME-LWDB16174014,CR-UNWANTED_ITEM,0,,A,Customer remorse
402-9673896-8431557,2023-06-03,5.13709E+11,B08NYG27PK,PRIME-LWBP20213015,CR-QUALITY_UNACCEPTABLE,0,,A,Product Quality
404-3287390-9637933,2023-06-03,5.13709E+11,B097JY8TGT,LWOB202104,CR-DEFECTIVE,0,,A,Product Quality
171-7540305-9025100,2023-06-02,5.13709E+11,B08ZYR2K2V,LWDB16174099,AMZ-PG-APP-STYLE,0,2023-06-08,A,Other reasons
408-4713944-1917968,2023-06-01, ,B097JWGZ7N,LWOB202103,CR-SWITCHEROO,0,,A,Other reasons
406-1392124-6096329,2023-06-01,5.13707E+11,B084MK46HJ,LWWC16176140,CR-ORDERED_WRONG_ITEM,0,2023-06-07,A,Wrong item delivered
407-7152159-8320368,2023-06-01,5.13707E+11,B08NYG27PK,PRIME-LWBP20213015,CR-SWITCHEROO,0,2023-06-06,A,Other reasons
407-7152159-8320368,2023-06-01,5.13707E+11,B08NYG27PK,PRIME-LWBP20213015,CR-SWITCHEROO,0,,A,Other reasons
408-4618621-4545909,2023-06-01,5.13707E+11,B083JDGJ1S,LWHK2020105,AMZ-PG-APP-TOO-SMALL,0,2023-06-05,A,Size/fit issues
405-4366815-4262719,2023-06-01,5.13707E+11,B0B8SS9F2Y,50LWGW2223,CR-QUALITY_UNACCEPTABLE,0,,A,Product Quality
328148426409434100,2023-06-01,12302824877072817504,0,LWHK2020103,QUALITY_ISSUES,POOR_QUALITY,2023-06-10,F,Product Quality
328200355804780100,2023-06-01,12102824501488390448,0,LWWC16176059D,QUALITY_ISSUES,POOR_QUALITY,2023-06-14,F,Product Quality
12822360195822900,2023-06-01,12302824806741097057,0,LWSB19203026SP,SIZE_FIT_ISSUES,SIZE_SMALLER,,F,Size/fit issues
328198091413631100,2023-06-01,12202824487645742642,0,Middle chain blue,QUALITY_ISSUES,POOR_QUALITY,2023-06-07,F,Product Quality
12819492033398700,2023-06-01,12202824985320203612,0,LWSB16173019SP,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-13,F,Product Quality
328215895077568100,2023-06-01,12202824174423766720,0,LWSB16173008B,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-05,F,Size/fit issues
428211379759474100,2023-06-01,12202824759706504531,0,50FLYGW2245,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-09,F,Size/fit issues
428195899113239100,2023-06-01,12302824702475475267,0,Middle chain blue,MISSHIPMENT,DIFFERENT_SIZE_RECEIVED,2023-06-07,F,Wrong item delivered
328221750501480100,2023-06-01,12302824759393660802,0,LWWC16176059D,CUSTOMER_REMORSE,WRONG_ITEM_ORDERED,2023-06-07,F,Customer remorse
328162484269512100,2023-06-01,12302824976496248285,0,LWWC16176094B,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-07,F,Size/fit issues
12816155448636200,2023-06-01,12102824399597603786,0,LWSB16173010SP,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-10,F,Size/fit issues
328172089554001100,2023-06-01,12102824865490647727,0,LWWC16176059B,QUALITY_ISSUES,POOR_QUALITY,,F,Product Quality
22821400815901600,2023-06-01,12102824714250332848,0,LWSB16173019SP,MISSHIPMENT,DIFFERENT_SIZE_RECEIVED,2023-06-07,F,Wrong item delivered
328216068125014100,2023-06-02,12302825447804911040,0,LWHK2020106,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-09,F,Size/fit issues
428209882283113100,2023-06-02,12102825703456912303,0,Middle chain blue,CUSTOMER_REMORSE,WRONG_ITEM_ORDERED,,F,Customer remorse
328195216341180100,2023-06-02,12102825478673553514,0,LWBP20213016,MISSHIPMENT,DIFFERENT_COLOR_RECEIVED,2023-06-14,F,Wrong item delivered
428194186246453100,2023-06-02,12302825694406783708,0,LWSB16173010,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-14,F,Size/fit issues
12821874455587700,2023-06-02,12202825569055172022,0,LWSB16173015SP,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-11,F,Product Quality
428180275858081100,2023-06-02,12202825626740752238,0,LWSB16173010B,MISSING_ITEM,MISSING_ACCESSORY,,F,Other reasons
328152366305607100,2023-06-02,12102825354653450600,0,LWHK2020102,QUALITY_ISSUES,PERFORMANCE_ISSUES,,F,Product Quality
428218664279078100,2023-06-02,12302825341986591161,0,FLYDB20214003,ITEM_NOT_AS_DESCRIBED,SPECIFICATION_ERROR,2023-06-13,F,Other reasons
12821874455587700,2023-06-02,12302825566521233503,0,LWSB16173015SP,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-12,F,Product Quality
12821874455587700,2023-06-02,12202825565277683248,0,LWSB16173015SP,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-14,F,Product Quality
328194341165620101,2023-06-03,12302826359309920355,0,LWHK2207,QUALITY_ISSUES,PERFORMANCE_ISSUES,2023-06-11,F,Product Quality
428224062361272100,2023-06-03,12202826369325280022,0,LWDB19204084,QUALITY_ISSUE,DUPLICATE_PRODUCT,2023-06-13,F,Product Quality
428005500272916100,2023-06-03,12302826324599554883,0,46LWGW2211,MISSHIPMENT,DIFFERENT_PRODUCT_RECEIVED,,F,Wrong item delivered
428214225140429100,2023-06-03,12302826341835920611,0,LWBP20213016,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-13,F,Size/fit issues
12821080499526100,2023-06-03,12302826607885621755,0,FLYSB202105SP,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-09,F,Size/fit issues
328221186228086100,2023-06-03,12102826466510982310,0,LWOB202103,MISSHIPMENT,DIFFERENT_PRODUCT_RECEIVED,,F,Wrong item delivered
328246122820004104,2023-06-03,12302826689908172464,0,LWWC161761340,QUALITY_ISSUES,POOR_QUALITY,,F,Product Quality
428226885172380100,2023-06-03,12102826332691448024,0,LWDB224098,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,2023-06-11,F,Size/fit issues
328152800263217101,2023-06-03,12202826254227546724,0,LWTP202102,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-13,F,Size/fit issues
22821620691931000,2023-06-03,12202826543391831687,0,LWSB19203024SP,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-13,F,Product Quality
428220890223212100,2023-06-03,12102826455007433380,0,LWSB16173016,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-10,F,Size/fit issues
328221116758841100,2023-06-03,12102826243539037073,0,Middle chain blue,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-09,F,Size/fit issues
328172089554001100,2023-06-04,12202827571676874345,0,LWWC16176059B,CUSTOMER_REMORSE,CUSTOMER_DOES_NOT_WANT,2023-06-11,F,Customer remorse
328238085279251101,2023-06-04,12302827365643754762,0,LWWC161761340,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-15,F,Size/fit issues
428149702147612100,2023-06-04,12102827513283504613,0,LWHK2020106,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,,F,Size/fit issues
428180275858081100,2023-06-04,12302827027547004842,0,LWSB16173010B,MISSING_ITEM,MISSING_ACCESSORY,2023-06-13,F,Other reasons
328245147803395100,2023-06-04,12302827418201517561,0,LWDB19204062,STYLE_FIT_ISSUE,STYLE_NOT_AS_EXPECTED,2023-06-12,F,Size/fit issues
328135471579105100,2023-06-04,12302827549545385866,0,LWHK2020106,DEFECTIVE_PRODUCT,DEFECTIVE_PRODUCT_RECEIVED,,F,Product Quality
328220922994693100,2023-06-04,12202827456905327280,0,LWSB16173010,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-13,F,Size/fit issues
328189179390081100,2023-06-04,12102827392238652215,0,LWHK2020106,CUSTOMER_REMORSE,CUSTOMER_DOES_NOT_WANT,2023-06-14,F,Customer remorse
328262288570974100,2023-06-05,12202828269877121212,0,LWBP20213016,COLOR_STYLE_ISSUES,COLOR_NOT_AS_DESCRIBED,2023-06-15,F,Other
328229304526438100,2023-06-05,12202828323715507638,0,LWSB16173008B,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,2023-06-13,F,Size/fit issues
428253299578325100,2023-06-05,12202828250694418163,0,4 Black Window,CUSTOMER_REMORSE,CUSTOMER_DOES_NOT_WANT,2023-06-13,F,Customer remorse
328246122820004104,2023-06-05,12102827650882093173,0,LWWC161761340,QUALITY_ISSUES,POOR_QUALITY,2023-06-14,F,Product Quality
22823509840968101,2023-06-05,12102827926003681085,0,LWSB16173010SP,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-10,F,Size/fit issues
428246184878190100,2023-06-05,12302828192229591218,0,LWWC226140,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-13,F,Size/fit issues
428240013791995100,2023-06-05,12102828200136006458,0,LWBP20213016,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,2023-06-19,F,Size/fit issues
12823064041155100,2023-06-05,12102828204709592447,0,LWSB16173010SP,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,2023-06-14,F,Size/fit issues
428237979698238100,2023-06-05,12302828393822526681,0,LWBP19203084,QUALITY_ISSUES,POOR_QUALITY,2023-06-13,F,Product Quality
328166800671526100,2023-06-05,12102828232010160337,0,LWDB19204062,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-16,F,Product Quality
428227249494254100,2023-06-05,12302828379094371301,0,LWTP202104,MISSHIPMENT,DIFFERENT_SPECIFICATIONS_FROM_WEBSITE,2023-06-19,F,Wrong item delivered
328240890690348100,2023-06-05,12302828007894608518,0,48LWGW2245,SIZE_FIT_ISSUES,SIZE_SMALLER,2023-06-16,F,Size/fit issues
328223423731860100,2023-06-05,12202828224195945614,0,LWDB19204063,STYLE_FIT_ISSUE,STYLE_NOT_AS_EXPECTED,2023-06-13,F,Size/fit issues
328228226727615100,2023-06-05,12302828222577704020,0,LWSB19203021,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,2023-06-10,F,Size/fit issues
428212549904042100,2023-06-06,12102828779345530421,0,LWDB19204063,COLOR_SIZE_ISSUE,COLOR_NOT_AS_DESCRIBED,,F,Color Issues
428252494949719100,2023-06-06,12202829086300835727,0,LWSB19203026,SIZE_FIT_ISSUES,SIZE_LARGER,2023-06-13,F,Size/fit issues
428246509566923100,2023-06-06,12102829230732458157,0,LWBP20213014,QUALITY_ISSUES,PERFORMANCE_ISSUES,2023-06-14,F,Product Quality
22821953325952000,2023-06-06,12202829048287036328,0,LWSB19203024SP,COLOR_SIZE_ISSUE,COLOR_NOT_AS_DESCRIBED,2023-06-14,F,Color Issues
328169382513258100,2023-06-06,12102829015857604302,0,LWSB16173016,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,2023-06-12,F,Size/fit issues
12824550513266400,2023-06-06,12202828823459760183,0,FLYSB202104SP,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-16,F,Product Quality
428245204385197100,2023-06-06,12202829245084023625,0,LWSB16173015,QUALITY_ISSUES,POOR_QUALITY,2023-06-17,F,Product Quality
328247379425375101,2023-06-06,12102828487375323148,0,LWBP20213016,QUALITY_ISSUES,PERFORMANCE_ISSUES,2023-06-15,F,Product Quality
328271962000464100,2023-06-06,12202828915227241633,0,LWBP20213015,QUALITY_ISSUES,DUPLICATE_PRODUCT,2023-06-17,F,Product Quality
12825578420187300,2023-06-06,12302829180844843418,0,LWSB16173019SP,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,2023-06-10,F,Size/fit issues
12824680878053300,2023-06-06,12102829139164351031,0,LWSB16173016SP,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,2023-06-19,F,Product Quality
328247379425375100,2023-06-06,12102828486798920606,0,LWBP20213014,QUALITY_ISSUES,POOR_QUALITY,2023-06-15,F,Product Quality
328239850386093100,2023-06-07,12202828913847354175,0,FLYSB202105,COLOR_STYLE_ISSUES,COLOR_NOT_AS_DESCRIBED,,F,Other
